Lineage,total_SNP,total_HOM,total_HTZ,mean,std,median,var,min,max
21246472,178,128,50,0.744,0.086,0.76,0.007,0.515,0.847
BA.3,7,0,0,,,,,,
AY.43,4,0,0,,,,,,
B.1.1.7,19,17,2,0.728,0.114,0.728,0.013,0.614,0.842
BA.4,6,0,0,,,,,,
AY.127,4,0,0,,,,,,
BA.2,7,0,0,,,,,,
BA.5.1,7,0,0,,,,,,
C.39,5,0,0,,,,,,
BA.1,7,0,0,,,,,,
B.1.617.2,2,0,0,,,,,,
AY.124,5,0,0,,,,,,
BA.2.36,7,0,0,,,,,,
BA.1.1.1,7,0,0,,,,,,
B.1.177,2,0,0,,,,,,
BA.1.17,7,0,0,,,,,,
B.1,2,0,0,,,,,,
B.1.1,5,0,0,,,,,,
BA.1.1,7,0,0,,,,,,
AY.122,4,0,0,,,,,,
Non_variant,157,109,48,0.744,0.084,0.76,0.007,0.515,0.847
