Lineage,total_SNP,total_HOM,total_HTZ,mean,std,median,var,min,max
21232047,206,146,60,0.729,0.101,0.736,0.01,0.5,0.849
BA.3,8,0,0,,,,,,
AY.43,4,0,0,,,,,,
B.1.1.7,19,17,2,0.424,0.158,0.424,0.025,0.266,0.582
BA.4,6,0,0,,,,,,
AY.127,4,0,0,,,,,,
BA.2,8,0,0,,,,,,
BA.5.1,8,0,0,,,,,,
C.39,5,0,0,,,,,,
BA.1,8,0,0,,,,,,
B.1.617.2,2,0,0,,,,,,
AY.124,4,0,0,,,,,,
BA.2.36,8,0,0,,,,,,
BA.1.1.1,8,0,0,,,,,,
B.1.177,2,0,0,,,,,,
BA.1.17,8,0,0,,,,,,
B.1,2,0,0,,,,,,
B.1.1,5,0,0,,,,,,
BA.1.1,8,0,0,,,,,,
AY.122,4,0,0,,,,,,
Non_variant,186,128,58,0.731,0.1,0.74,0.01,0.5,0.849
